rgg_n_2_15_s0.graph;32768;342565;83
rgg_n_2_16_s0.graph;65536;706221;102
rgg_n_2_17_s0.graph;131072;1479526;256
rgg_n_2_18_s0.graph;262144;3116636;476
rgg_n_2_19_s0.graph;524288;6561479;870
rgg_n_2_20_s0.graph;1048576;13805263;1939
rgg_n_2_21_s0.graph;2097152;28997902;3363
rgg_n_2_22_s0.graph;4194304;60740345;7353
rgg_n_2_23_s0.graph;8388608;127024657;15728
rgg_n_2_24_s0.graph;16777216;265136389;32710
