rgg_n_2_15_s0.graph.fast;32768;342423;8
rgg_n_2_16_s0.graph.fast;65536;706170;20
rgg_n_2_17_s0.graph.fast;131072;1479544;45
rgg_n_2_18_s0.graph.fast;262144;3116463;86
rgg_n_2_19_s0.graph.fast;524288;6561628;185
rgg_n_2_20_s0.graph.fast;1048576;13805177;365
rgg_n_2_21_s0.graph.fast;2097152;28997988;751
rgg_n_2_22_s0.graph.fast;4194304;60740410;1632
rgg_n_2_23_s0.graph.fast;8388608;127024832;3294
rgg_n_2_24_s0.graph.fast;16777216;265136265;6352
